Number;Start time in milliseconds;End time in milliseconds;"Text"
148;551550;554150;"But now, it's only a matter of time"
149;556060;557810;"until the boss comes back!"
150;560430;561910;"I doubt it."
151;562280;563700;"I would know at once"
152;563700;568660;"if <i>Nen</i> I placed on a spider 
had been removed."
153;569250;573370;"So when you chose your power, you 
knew something like this might happen?"
154;573700;574810;"Of course..."
155;575140;577230;"If you're able to place <i>Nen</i> on others,"
156;577230;580350;"it only makes sense to assume"
157;580350;582810;"that one can also remove <i>Nen</i>."
158;584020;586500;"Well, now you know."
159;586500;588060;"What you do from here is up to you."
160;588450;590010;"Thanks for taking the trouble."
161;590330;591340;"You have my gratitude."
162;595690;596740;"Did you need anything?"
163;599410;601690;"What am I..."
164;602360;604430;"What am I supposed to do this month?"
165;605520;606570;"Tell me..."
166;607150;608950;"What should I do?"
167;609680;612150;"It'll be fine. Let me handle..."
168;612150;613710;"What could you possibly know?"
169;614270;617990;"You have no idea what's going 
to happen to us now!"
170;618610;619990;"Neon... I need Neon!"
171;619990;621800;"Restore Neon at once!"
172;624930;628020;"Damn! Why did this happen?"
173;631290;632870;"I wonder what's wrong..."
174;634920;637000;"Why did it stop working?"
175;639070;639990;"See ya."
176;643410;646430;"Looks like it's not the real Chrollo."
177;646430;647500;"Oh..."
178;647750;650380;"Kurapika was pretty calm about it."
179;650750;653460;"Like he wasn't concerned or just didn't care."
180;654130;657010;"Well, it sounds like you 
got worried for nothing."
181;657010;660260;"Now it's time to focus on yourselves."
182;660540;661300;"Osu!"
183;661300;662800;"Start with the basics..."
184;663240;664760;"We're not going to train."
185;665210;666650;"It's time to start"
186;667290;669530;"beating this game!"
187;675440;678150;"It's said the legendary King Great White Beetle"
188;678150;680080;"lives only on this tree!"
189;680590;683120;"There's only one way to capture it!"
190;683520;685450;"Hit the tree hard enough to shake it out."
191;686470;688370;"First comes rock!"
192;688990;690160;"Rock, paper..."
193;690160;691770;"Rock!"
194;696390;697840;"Wow!"
195;697840;699630;"It's raining bugs!"
196;700500;701270;"Found it."
197;701880;703370;"Difficulty rank A!"
198;702240;705140;"King Great White Beetle 

A legendary insect that 
releases pheromones 
which attract other insects 
to start a massive colony.
Can only leave the colony 
for brief evening walks."
199;703370;707040;"That's three King Great White Beetle cards!"
200;707670;710270;"You could've gotten more if 
you'd thrown a real punch."
201;710780;713990;"Well, I didn't want to damage the tree."
202;716070;718280;"There is no such girl in this mansion."
203;719010;721930;"Even if there were, it would be impossible"
204;721930;724830;"for you to bypass all the traps and find her."
205;724830;726280;"Found her."
206;727050;729140;"She was in a hidden room, 
four floors underground."
207;729140;729910;"What?"
208;729910;731540;"Curse you!"
209;733230;736170;"Got an A-rank Gold Dust Girl!"
210;733400;734790;"Gold Dust Girl 

A girl who releases golden dust. 
One bath a day will net approx. 500 G. 
Very shy and quiet."
211;736170;738050;"The guard was a rank F."
212;738870;741640;"Next, let's head to the 
City of Gambling, Dorias!"
213;742110;744440;"Wait, wasn't today supposed to be"
214;744440;746360;"the monthly contest in Antokiba?"
215;746360;748560;"We'll be passing through, so let's give it a go."
216;750730;753560;"Our winner is the Killua and Gon team."
217;753870;756560;"A Paladin's Necklace! Score!"
218;753870;756560;"Paladin's Necklace 

When a player wears this, 
all spells targeting player 
will be reflected. 
Can also dispel curses 
placed on any card 
touched by player."
219;757070;759850;"I don't understand this description."
220;759850;761820;"We can ask one of the shopkeepers."
221;762300;765430;"When you wear this necklace,"
222;765430;767950;"you can reflect all attack spells."
223;768520;771550;"And if you touch cards under the"
224;769220;770930;"{\an9}Transform 

Change one card in your possession into any 
other card in your possession. (Card will now 
count against the limit of new card type. If limit has already been reached, nothing will happen, 
and the Transform card will be destroyed.) 

[SR][NORM]"
225;770930;773960;"{\an9}Fake 

Change Fake into any card type from 001 to 099. 
The new card can be placed in a restricted pocket. 
But it will not count toward Book completion, 
and cannot be transformed into an item. 
It also will not count toward card limit. 

[SR][NORM]"
226;771550;773960;"effects of Transform or Fake,"
227;773960;776340;"you can restore them to their original state."
228;776740;777990;"Wow..."
229;777990;781300;"If we wear this, we won't have to 
worry about losing any cards."
230;783250;784990;"Memory Helmet..."
231;783450;785070;"Memory Helmet 

A player will always remember 
everything seen or heard 
while wearing this item. 
Unfortunately, helmet is 
very large and heavy."
232;784990;786370;"Witch's Love Potion."
233;785070;786570;"Witch's Love Potion 

If player kisses a pill before 
feeding it to a target, target will 
become beholden to player. 
Each pill will remain effective 
for one week. Each bottle 
contains 500 pills."
234;786370;788010;"Risky Dice."
235;786570;788200;"Risky Dice 

A 20-sided die. One side says 
Bad Luck, while the other nineteen 
say Good Luck. If player rolls 
Good Luck, something good will 
happen. But if player rolls Bad Luck, 
something bad will happen to cancel 
out everything that was good."
236;788010;790130;"King Great White Beetle."
237;788200;790240;"King Great White Beetle 

A legendary insect that 
releases pheromones 
which attract other insects 
to start a massive colony.
Can only leave the colony 
for brief evening walks."
238;790130;791660;"Gold Dust Girl."
239;790240;791330;"Gold Dust Girl 

A girl who releases golden dust. 
One bath a day will net approx. 500 G. 
Very shy and quiet."
240;791330;793230;"Paladin's Necklace 

When a player wears this, 
all spells targeting player 
will be reflected. 
Can also dispel curses 
placed on any card 
touched by player."
241;791660;793230;"Paladin's Necklace."
242;793710;796400;"A total of six different restricted slot cards!"
243;796740;797890;"Piece of cake!"
244;798480;799720;"Piece of cake?"
245;799720;800980;"Not in the least."
246;801320;804520;"This was only possible because you 
underwent that grueling training."
247;807200;810990;"Another player has used Contact to reach you."
248;812040;814040;"Yo. It's been a while, Gon."
249;814800;815720;"Who are you?"
250;817080;818320;"You don't remember me?"
251;818320;820000;"Do you remember the player"
252;820000;823990;"who took the Sword of Truth 
from you in Antokiba?"
253;825060;826010;"What do you want?"
254;826380;827500;"Up for a trade?"
255;827840;833810;"I have #66, Witch's Diet Pill, 
and #17, VIP Multi-Pass."
256;834600;836430;"You can talk it over with your friends."
257;837110;838070;"What do you think?"
258;844650;848700;"Another player has used Contact to reach you."
259;849100;850470;"It's Tsezgerra."
260;850470;851630;"You again?"
261;852060;853780;"Interested in trading your"
262;853780;856730;"Breath of Archangel for our Patch of Forest?"
263;856730;858210;"It's an SS-rank card."
264;858410;859680;"No way."
265;859680;862870;"I've already said I won't 
deal with you people."
266;862870;865020;"What if I throw in a Clone?"
267;865020;867720;"I'm telling you that there's no deal here."
268;868060;871030;"You already have ninety-two different cards."
269;871660;872930;"All that's left"
270;872930;875890;"are the cards monopolized 
by other players, yes?"
271;876870;880140;"Actually, we have ninety-five..."
272;880140;884110;"And you probably have many items 
that you haven't used Gain on yet."
273;884480;890490;"It's possible that Breath of Archangel 
is the final card you need."
274;891370;896440;"If we give that to you, we'll lose."
275;898140;899870;"Stop playing dumb."
276;900520;903010;"I know that you're monopolizing"
277;903010;907130;"both Breath of Archangel and Night Jade."
278;907130;909290;"This game isn't over yet."
279;909290;910130;"I see."
280;910520;912480;"Good luck, then."
281;912930;915420;"But we'll never let you have these cards."
282;915420;917390;"What if I offer three cards?"
283;917620;921110;"We'll give you Patch of Forest,"
284;918960;920670;"{\fad(417,1)}Patch of Forest 

The entrance to an enormous 
forest known as the Mountain 
God's Garden. Many species 
exist only in this forest. 
All are friendly to humans."
285;920670;922420;"Hidden Hollow 

Upon entering and exiting hollow, 
player will be transported to a 
desolate location. However, player can 
return to original location 
without spending any money."
286;921110;922870;"Hidden Hollow,"
287;922420;924270;"Palmtop Dragon 

As the name implies, this dragon 
fits on your palm. Willingly obeys 
its master. If raised lovingly, 
it can learn to speak."
288;922870;924270;"and Palmtop Dragon."
289;925340;929280;"And you only have to give us Night Jade, 
not Breath of Archangel."
290;929860;933430;"We'd be giving you one SS-rank 
card and two S-rank cards,"
291;933430;935750;"while you'd only give up one A-rank card."
292;935750;937790;"I believe this deal is too good to pass up."
293;940010;941890;"Give us some time to discuss this."
294;942320;944370;"Just to be clear, this is our final offer."
295;944880;947110;"We won't accept any further negotiation."
296;947800;948500;"Book."
297;949990;951510;"It's gotta be a trap."
298;951510;953190;"That offer's too good."
299;953190;955620;"Tsezgerra is a careful man."
300;955620;957680;"He wouldn't try to pick a fight."
301;958030;961610;"But at the same time, he would 
never make a losing deal."
302;961870;966190;"{\fad(383,1)}Breath of Archangel 

An angel who can cure any mortal 
injury or terminal disease with one breath. 
However, angel will appear only once."
303;962020;963930;"Meaning that he thinks"
304;963930;966190;"he can obtain a Breath of Archangel."
305;966580;971110;"Does that mean they've assembled 
all forty spell card types?"
306;971360;972500;"It's possible."
307;972810;976200;"So they're waiting for Gain to be 
used on a Breath of Archangel."
308;976200;982710;"Night Jade 

A jewel blessed by the devil. 
When the holder is in danger, 
peril will be shifted to another."
309;976710;979050;"On the other hand, Night Jade is a card"
310;979050;980660;"that we monopolized through hard work."
311;981300;983500;"If one of the cards were to be destroyed,"
312;983500;986960;"one of our jade jewels would 
automatically turn into a card."
313;987850;992080;"Which means the A-rank 
Night Jade is much harder"
314;992080;995220;"for them to get than the 
SS-rank Breath of Archangel."
315;996560;998150;"This is a gamble."
316;999370;1002730;"Witch's Love Potion 

If player kisses a pill before 
feeding it to a target, target will 
become beholden to player. 
Each pill will remain effective 
for one week. Each bottle 
contains 500 pills."
317;1000200;1002730;"VIP Multi-Pass 

Present this pass to gain 
entry into any location. 
Contains 1000 passes."
318;1005810;1006590;"Book."
319;1007860;1008620;"See ya."
320;1016260;1018430;"That was uneventful."
321;1018430;1020180;"Kind of disappointing."
322;1020560;1022100;"I was so nervous..."
323;1022760;1025250;"But now we've gathered 
seven types, in three days!"
324;1025740;1027450;"We're making decent progress."
325;1027840;1029930;"Okay, let's keep this up."
326;1030340;1033920;"Are there any other events in the city 
for getting restricted slot cards?"
327;1033920;1037260;"Hmm... I think there are..."
328;1038340;1040090;"Prizes from the slot machines?"
329;1040570;1043020;"Should've expected as much from 
Dorias, the City of Gambling."
330;1043260;1046200;"You have a 0.01% chance of winning."
331;1046200;1048000;"That's one in ten thousand tries."
332;1048000;1049540;"So it all comes down to luck."
333;1049900;1051230;"Pretty risky."
334;1052720;1053740;"I know, Gon!"
335;1053740;1054660;"Use that dice!"
336;1055050;1056260;"This is it..."
337;1056260;1058160;"If we get Good Luck, we can win!"
338;1058430;1060420;"But if you get Bad Luck,"
339;1060420;1062740;"something bad will happen that cancels out"
340;1062740;1064300;"everything good that's happened."
341;1064300;1067170;"There's only a one in twenty 
chance of getting Bad Luck."
342;1069720;1070470;"There!"
343;1071510;1073550;"Next, we try the slot machine!"
344;1077190;1079010;"Awesome! One try!"
345;1079370;1081390;"Rainbow Diamond 

A diamond that glitters like 
a rainbow. If this diamond 
is presented when proposing, 
you will never be turned down."
346;1079500;1081390;"A Rainbow Diamond! Score!"
347;1081880;1083260;"That's what I thought..."
348;1083260;1086640;"This die is the key to winning in this city."
349;1086880;1090950;"But if you roll Bad Luck, it could be scary."
350;1090950;1092520;"Don't worry."
351;1092520;1094180;"It can't kill me..."
352;1095240;1098160;"Oh, no! A slot machine exploded!"
353;1098420;1100220;"I knew something was wrong."
354;1100220;1102910;"That guy hit the jackpot five times in a row."
355;1103170;1105400;"And he was acting weird..."
356;1105400;1107310;"He kept rolling a funny-looking die."
357;1107910;1111290;"Yikes, his face is mush..."
358;1112670;1115300;"Anyway, let's make the trade."
359;1115550;1120090;"Yeah, we want to get cards of rank S 
and above as quickly as possible."
360;1120460;1121890;"Yeah."
361;1121890;1124060;"As for cards rank A and below..."
362;1127210;1128080;"Roll."
363;1128080;1130310;"S-Spare me..."
364;1130680;1133040;"This is only your third time."
365;1133040;1134190;"You'll be fine."
366;1134190;1139220;"I-I know someone who got 
Bad Luck on the first roll and died!"
367;1139220;1141930;"If I roll Bad Luck,"
368;1141930;1145860;"I'll be hit for every Good Luck 
that the other players rolled!"
369;1145860;1147120;"Not my problem."
370;1147530;1148330;"Roll."
371;1148330;1151150;"Or would you rather die right now?"
372;1159650;1160680;"Come on..."
373;1165960;1166840;"See?"
374;1166840;1169270;"It's pretty rare to get Bad Luck."
375;1170040;1172020;"Now we use the Lottery card."
376;1173370;1177690;"We want #75, Lucky Alexandrite."
377;1178290;1181280;"If you obtain one, we'll set you free."
378;1181480;1183240;"C-Come on..."
379;1183240;1184630;"Lottery on!"
380;1187230;1187940;"Well?"
381;1188900;1190430;"#76!"
382;1190430;1192270;"So close!"
383;1192610;1194270;"Your luck sucks."
384;1194270;1196020;"Okay, one more time!"
385;1196020;1197770;"Hey, hey, hey, hey!"
386;1197770;1201980;"Time for Motarike-kun to 
show us what he's got!"
387;1205060;1206440;"No good, huh?"
388;1207730;1208700;"Hey, Gen."
389;1208990;1210930;"Should we make the first move?"
390;1211350;1214520;"I already told you that combat 
should be our last resort."
391;1214520;1215440;"It's too early for that."
392;1215900;1218940;"No, we're trying to stay 
one step ahead of them."
393;1219430;1221530;"Though, once we commit,"
394;1221530;1224190;"further negotiation will be impossible."
395;1224670;1226200;"What do you have in mind?"
396;1226240;1230950;"{\fad(319,1)}Tax Collector's Gauntlet 

When equipped, player has 
the ability to cast Levy. But 
each cast will destroy a random 
card from player's restricted 
slots. (Cannot use Levy if 
restricted slots are empty.)"
397;1226760;1228820;"We use Tax Collector's Gauntlet,"
398;1228820;1230950;"combined with Risky Dice."
399;1232890;1234380;"I understand."
400;1234380;1237990;"We use this to steal eight cards 
from them immediately..."
401;1238440;1240460;"But it's definitely dangerous."
402;1240870;1243870;"If someone rolls Bad Luck, they'll probably die."
403;1244450;1248030;"But this job is too important to leave to them."
404;1248690;1249470;"We can do this!"
405;1249860;1252430;"We've come this far. 
Let's clear the game."
406;1255620;1256730;"Hey, Gen..."
407;1257270;1258460;"What are you up to?"
408;1258460;1260260;"I've told you this many times."
409;1260560;1264630;"When taking a risk, we three share the danger."
410;1276840;1278030;"It's Tsezgerra."
411;1278030;1279370;"Have you reached a decision?"
412;1279370;1281860;"Okay, you have a deal."
413;1287030;1287890;"I can do this..."
414;1288550;1290470;"One more time!"
415;1290470;1292270;"I said I can do this,"
416;1292270;1294690;"so I'm gonna do it!"
417;1297410;1301350;"Okay, let's move on to the next city!"
418;1303560;1307440;"Gon's team has begun 
working to beat the game."
419;1307440;1310470;"The story is nearing its climax."
420;1381150;1388260;"G.I. Tutorial"
421;1381840;1384900;"Coming up, it's the 
Greed Island Tutorial!"
422;1387200;1389390;"Today, we introduce the card Lottery."
423;1388240;1398870;"Lottery 

Change this card 
into a random item card. 

[SR][NORM]"
424;1389390;1393370;"When you use this card, 
it changes into a random card."
425;1393370;1396360;"That's why it's effective to use with Risky Dice."
426;1399420;1401250;"Continue!"
427;1405500;1407880;"Next time: 15 X 15."
428;1408270;1410130;"Hey, Killua, is this fifteen?"
429;1410130;1411470;"What did you think it was?"
430;1411470;1412810;"One five."
431;1412810;1414400;"Cute, huh..."
