Number;Start time in milliseconds;End time in milliseconds;"Text"
116;596870;598980;"Critical and down."
117;598980;600860;"Plus three points to Hisoka."
118;600860;602080;"6-2!"
119;605340;608910;"Hisoka hits him with a strong straight right!"
120;608910;610330;"Gon is down!"
121;610880;613110;"He turns his aura into a rubbery substance"
122;613110;615090;"capable of attaching to other objects."
123;615090;616590;"Bungee Gum."
124;617000;617850;"Tsk."
125;617850;620340;"Only Hisoka can attach and detach it."
126;620680;623350;"Stand up, Gon..."
127;624780;625600;"Damn."
128;626030;627330;"The score is 6-2."
129;627330;629580;"Hisoka increases his lead."
130;629580;633360;"Will his undefeated record continue?"
131;633720;634780;"Stand up, kid!"
132;634780;637240;"Hey, ref! You're helping Hisoka too much!"
133;637240;638270;"You can do it!"
134;639450;640400;"Can you fight?"
135;640400;641640;"Of course."
136;644430;647310;"Oh, Gon is standing..."
137;647310;650270;"But he's sustained significant damage!"
138;650270;652580;"Okay, I have a question for you."
139;652580;653090;"Huh?"
140;653560;657090;"If you answer correctly, I'll give you a free hit."
141;657090;658340;"What?"
142;658870;663850;"When did I attach my Bungee Gum to your cheek?"
143;663850;666190;"When did he attach his Gum?"
144;666600;667600;"One..."
145;667990;669600;"When I elbowed you."
146;669950;670830;"Two..."
147;670830;672710;"When I landed a clean hit."
148;673430;674330;"Three..."
149;674330;676110;"When I landed a critical strike?"
150;677790;678610;"When was it?"
151;681540;684370;"Three! When you hit me with both hands!"
152;684760;686490;"Wrong!"
153;686490;687870;"The answer is four."
154;688710;693210;"When I was giving you my 
aura personality analysis."
155;694290;695380;"That's dirty!"
156;700670;701890;"Damn."
157;701890;705140;"If I had been using Gyo from the beginning..."
158;707250;710510;"Now, I have a warning for you."
159;711360;713900;"Had you been using <i>Gyo</i>,"
160;713900;718010;"you would have been able to notice my aura,"
161;718010;721020;"and you could have avoided it"
162;721020;723410;"during my aura personality analysis."
163;725520;729160;"However, what about situations 
one, two, and three?"
164;734030;736100;"Have you figured it out?"
165;736100;738650;"I could have also attached my Bungee Gum"
166;738650;741170;"while directly attacking you."
167;741880;746540;"You only need to conceal your aura when you 
wish to catch your opponent off guard."
168;747220;750810;"Normally, you use your aura while attacking."
169;751610;755240;"It doesn't matter if your 
opponent sees your aura"
170;755240;756940;"when you're landing attacks."
171;757580;758950;"He's right."
172;758950;761350;"If I can't dodge Hisoka's attacks,"
173;761350;764630;"using Gyo to see his aura won't help!"
174;765820;767290;"This is bad."
175;767290;770450;"His power's far more difficult to 
handle than I expected!"
176;771440;774260;"So you have to dodge all of Hisoka's attacks"
177;774260;778170;"if you want to avoid his Bungee Gum."
178;779030;780710;"But if you're able to defend..."
179;781140;783310;"No, defending won't work."
180;783610;786470;"Even if you block, he can still attach 
his aura to the part you block with."
181;789650;791240;"I can't escape."
182;792540;793810;"What should I do?"
183;795410;798050;"Okay, that's enough talk."
184;798050;800980;"Let us prepare for battle."
185;801900;802990;"Resume."
186;810290;811990;"If I can't escape,"
187;813270;814750;"I'll go to him!"
188;821490;822250;"Gon..."
189;822900;823880;"Gon!"
190;826660;828190;"Good..."
191;828190;830510;"You're so good."
192;830810;832010;"Those eyes."
193;832010;833770;"That look."
194;833770;836020;"That spirit..."
195;843220;847280;"I can't wait"
196;847280;849030;"to break you."
197;857650;859540;"But not yet..."
198;864250;865490;"More..."
199;865490;866800;"More!"
200;867210;869930;"Until I can no longer bear to ruin you."
201;870300;872050;"Rush! Rush! Rush! Rush!"
202;873110;874810;"Once you've matured..."
203;874810;876520;"Rush! Rush! Rush! Rush!"
204;877140;879520;"Until you've reached soaring new heights..."
205;880730;881730;"I must wait."
206;881730;884010;"A vicious rush!"
207;889380;891900;"Oh, not again!"
208;891900;896250;"Hisoka draws Gon into another 
punch from his left fist!"
209;905520;906510;"Good."
210;906510;908280;"I managed to block that!"
211;909760;913690;"I'm getting used to being dragged 
around by his Bungee Gum."
212;914260;915180;"This isn't over."
213;915180;916560;"It's not over yet!"
214;919860;921130;"I'm scared..."
215;922400;924770;"But if I let my fear overcome me,"
216;925230;928740;"I'll never be able to beat anyone else!"
217;930110;931710;"Critical for both sides!"
218;931710;932990;"Plus two points!"
219;933410;935980;"Plus a knockdown for Hisoka!"
220;935980;936740;"What?"
221;936740;939750;"Total scores are now 9 points for Hisoka, 
and 4 points for Gon!"
222;940050;941200;"I was never knocked down!"
223;941200;942170;"I got right back up!"
224;942170;943250;"I even blocked his attack!"
225;943250;944240;"What?"
226;944240;945810;"Something's wrong with this ref!"
227;945810;948000;"Are you blind?"
228;948500;951900;"Oh, we have another strange call."
229;951900;954340;"In response to the ref's decision,"
230;954340;956620;"the crowd has filled the arena with boos."
231;957320;958210;"Fight!"
232;963110;965340;"If he gets ten points, I lose."
233;965340;966770;"I only have one point left."
234;967970;969280;"He doesn't need to knock me down."
235;969280;972530;"If I get hit by any attack, it's over!"
236;974060;976280;"You must be more vigilant, Gon."
237;977230;979160;"Look to the right."
238;990220;991700;"Oh, sorry."
239;991700;994080;"I meant my right."
240;997710;1000390;"Down, and clean hit!"
241;1000830;1002220;"Plus two points."
242;1002220;1003390;"11-4."
243;1003810;1005400;"The winner, by, TKO, is..."
244;1006900;1008200;"Hisoka!"
245;1009180;1010130;"Huh?"
246;1024950;1028290;"While you were complaining to the referee,"
247;1028290;1031130;"I sent the aura on my left hand to the stone."
248;1031990;1035130;"Total scores are now 9 points for Hisoka, 
and 4 points for Gon!"
249;1038390;1042930;"Then I immediately activated Bungee Gum."
250;1050650;1051810;"So..."
251;1051810;1052890;"It's really over?"
252;1052890;1055240;"You've made incredible progress."
253;1055730;1058180;"But you lack experience."
254;1060260;1065250;"About ten more fights, and you 
should stand a better chance."
255;1066060;1070750;"If we're in Heavens Arena, at least."
256;1072250;1073510;"Therefore,"
257;1073900;1076570;"I will not fight you here again."
258;1078310;1079510;"Next time,"
259;1079510;1082510;"we'll fight in the real world, 
without any rules to restrain us."
260;1083430;1085520;"With our lives on the line."
261;1097610;1099030;"He's so far away..."
262;1099600;1102950;"But he's not out of reach."
263;1104920;1106820;"I need more training in Nen..."
264;1107350;1110040;"To find a power that's as strong as Hisoka's!"
265;1120310;1123070;"With this victory, Hisoka has 
earned his tenth win"
266;1123070;1126330;"and the right to challenge a Floor Master!"
267;1126330;1129310;"Gon has fought bravely, and we wish 
him the best in his next match."
268;1129920;1131420;"So that's all for now."
269;1131420;1135320;"This is your commentator, Cocco, signing off!"
270;1135820;1138720;"A referee is supposed to be completely impartial."
271;1138720;1140450;"But given today's matchup,"
272;1140450;1142060;"I thought it prudent"
273;1142060;1144040;"to end the fight as quickly as possible,"
274;1144040;1147200;"even if it meant lowering my standards."
275;1147980;1150260;"So he's a technical ref."
276;1150260;1151570;"What does that mean?"
277;1152050;1155370;"If a ref believes that a 
fight may get dangerous,"
278;1155370;1159220;"he'll award points like crazy, to finish it quickly."
279;1160740;1163690;"You have to take that into 
consideration when placing a bet."
280;1163690;1169230;"Man, I was certain that Hisoka would win 10-0..."
281;1173370;1177500;"I have nothing to say to you 
about the fight with Hisoka."
282;1178990;1182990;"You were the one fighting him, 
so I'm sure you understand best of all."
283;1184080;1184990;"Understand what?"
284;1185470;1188000;"What he learned from that fight."
285;1188310;1189390;"Yes!"
286;1189390;1191610;"Gon, what did you learn?"
287;1191610;1192540;"A secret."
288;1194610;1196500;"Gon-kun, Killua-kun..."
289;1196870;1201290;"You will need to master 
your own styles of <i>Nen</i>,"
290;1201290;1204260;"as you continue down your chosen paths."
291;1204600;1205580;"Yes!"
292;1205580;1206660;"Yeah."
293;1206660;1209750;"I'm glad I was able to meet you."
294;1209750;1213650;"You've set a worthy mark for me to surpass!"
295;1214060;1216160;"You think you can pass us?"
296;1216160;1217610;"One day, for sure!"
297;1217610;1218720;"Won't happen."
298;1218720;1220680;"I can't wait to see you do it, Zushi."
299;1221140;1221850;"Osu!"
300;1223160;1224590;"Well, let's go."
301;1224590;1225440;"Yeah."
302;1225440;1228160;"Thank you for everything, Wing-san!"
303;1228160;1229810;"Yeah, same here."
304;1229810;1230910;"Thank you."
305;1231470;1233570;"Take care, you two."
306;1233570;1235990;"Zushi, until we meet again!"
307;1235990;1237140;"Osu!"
308;1246090;1249900;"Well, you finally accomplished 
your objective, right?"
309;1249900;1250430;"Uh-huh."
310;1251290;1254270;"Then we don't have any more business here."
311;1254270;1256460;"Gon, what are you going to do?"
312;1256460;1258100;"Go back to Whale Island."
313;1258600;1259690;"Whale Island?"
314;1260020;1261020;"Uh-huh."
315;1261020;1263970;"I was able to return the favor to Hisoka,"
316;1263970;1268450;"so I want to go back to the island, 
and show Mito-san my license."
317;1269020;1272200;"It's been over half a year since I left..."
318;1276460;1278050;"I guess I'll come with you."
319;1278050;1278710;"Huh?"
320;1279380;1281360;"I'd like to meet Mito-san."
321;1281360;1282340;"Really?"
322;1282340;1284000;"Then let's go together."
323;1284000;1286340;"Yeah, I'll just tag along."
324;1291940;1294890;"Bye-bye, Heavens Arena."
325;1298280;1300730;"Gon was able to land a punch on Hisoka"
326;1300730;1303680;"and return the tag, as he'd promised."
327;1303680;1305850;"Despite losing the fight,"
328;1305850;1309780;"Gon was satisfied after meeting his goal."
329;1381060;1386110;"Brush Your Teeth. 
Unripe Fruit"
330;1381060;1386610;"Gon and Killua's Hunterpedia"
331;1381400;1382950;"Coming up, we have Gon"
332;1382950;1383650;"and Killua's"
333;1383650;1385300;"Hunterpedia!"
334;1386620;1387470;"It's Gon"
335;1387470;1388320;"and Killua's"
336;1388320;1389610;"Hunterpedia!"
337;1388610;1399960;"Gon and Killua's Hunterpedia"
338;1389610;1390780;"Today, we introduce..."
339;1390780;1391380;"Gon!"
340;1390970;1394790;"Gon learned that he still 
has a ways to go,"
341;1391380;1391910;"Me?"
342;1391910;1393620;"Gon became my first friend,"
343;1393620;1395240;"after we met during the Hunter Exam."
344;1394790;1398020;"but he also met his goal of 
repaying an old debt."
345;1395240;1396570;"He's fun to be around because"
346;1396570;1398250;"his expressions are always changing,"
347;1398020;1399960;"He's intent on getting stronger."
348;1398250;1399960;"and you can't ever tell what he's thinking."
349;1405230;1407170;"Next time: Ging x And x Gon!"
350;1407170;1409310;"Hey, Killua, wanna come to my place?"
351;1409310;1413050;"I-I-I can't do much, 
but thank you for letting me stay!"
352;1413050;1414300;"You're stuttering."
