Number;Start time in milliseconds;End time in milliseconds;"Text"
51;258960;262880;"I would've given anything to have 
been a <i>Chiroteuthis imperator</i>."
52;266760;269420;"Do you think octopi and squid are similar?"
53;269990;271330;"If so, you're mistaken..."
54;272650;274200;"Octopi are ugly."
55;274980;276250;"Squid are squidderific."
56;276910;279520;"I think they look divine!"
57;283890;285340;"Two seconds."
58;285950;288700;"I won't betray a buddy!"
59;289700;292210;"Yeah, I could see that in your eyes."
60;293220;294650;"I can only hope"
61;296000;299720;"that in my next life, I'll be born a squid..."
62;309460;310240;"Wh—"
63;311700;312690;"Why?"
64;313430;314620;"Because you're a cool guy."
65;316820;321130;"In different circumstances, 
we could've been friends."
66;335830;336930;"You lowered your guard!"
67;336930;339310;"Didn't think fish could jump, eh?"
68;340830;343650;"I'll crush you and the rock behind you!"
69;345090;346880;"Come in, Ikalgo."
70;346880;349930;"Y-Yes, the fight isn't over yet!"
71;349930;353630;"Has he used any weapons or special abilities?"
72;354810;355950;"Ikalgo!"
73;359700;361640;"No, he's been fighting..."
74;363610;365870;"with only his bare hands."
75;366670;369630;"Come on... Beg for your life."
76;369630;371720;"Otherwise, it's no fun!"
77;371720;374050;"Or are you in too much pain to talk?"
78;374640;376680;"Yeah, this is a relief."
79;376920;377940;"Huh?"
80;378430;381610;"Fighting scumbags like you is a lot easier."
81;381610;382640;"Huh?"
82;382640;385190;"I have no qualms about killing you."
83;387780;390290;"Yep! He was just a scumbag!"
84;390290;391450;"That's why he was the decoy!"
85;395640;397980;"I did it, Ortho-sama!"
86;397980;399990;"I've attached the badge!"
87;399990;402760;"Coburn pulled it off!"
88;402760;404570;"Time to start the game."
89;406010;407850;"Let's enjoy ourselves."
90;410820;413590;"Damn, the bleeding won't stop..."
91;414380;417150;"I need to find an exit."
92;419320;423270;"A digital sound inside my head?"
93;426510;427270;"Wha—"
94;428900;430110;"What?"
95;430940;433620;"A fish? But I'm not in the water!"
96;434290;435590;"What's going on?"
97;435980;439090;"I didn't sense anything!"
98;443080;444280;"Again..."
99;444280;449130;"I didn't see anything or sense any 
aura until the fish hit me!"
100;451920;453900;"What's going on?"
101;456630;457640;"This is bad."
102;458390;462080;"I can't tell where the attacks are coming from."
103;464370;466650;"108 points."
104;467590;470640;"You have no idea what's going on?"
105;471090;474960;"I should say that you're 
hearing my voice in your head."
106;475620;479660;"Well, if you survive long enough, 
you'll figure out what's happening."
107;482830;485360;"<i>These are fish made from</i> Nen."
108;485360;488240;"So why can't I sense them?"
109;488690;491510;"Something must be triggering 
them from somewhere else."
110;492050;493430;"That's the only possible explanation!"
111;494210;498560;"How else could I be attacked by 
something I can't see or sense?"
112;505310;506980;"This is going well..."
113;512170;517370;"Well, have you determined 
anything about these attacks?"
114;517600;518880;"Three..."
115;518880;521590;"He can only materialize three fish at once."
116;522390;525230;"After that, the fish will disappear."
117;525230;527770;"And the vivid colors of the 
target he put on me..."
118;528380;530310;"It can only mean one thing!"
119;533940;535350;"Your power involves"
120;536640;537730;"darts!"
121;539610;541400;"Bingo."
122;542240;543740;"That's correct."
123;543740;547690;"But the great thing about our power 
is that figuring it out won't help you."
124;548090;550190;"Because my <i>Nen</i> fish darts"
125;550700;554370;"have no physical form until the 
instant they pierce your flesh."
126;554370;556950;"That makes it impossible to block them."
127;558740;561480;"Incidentally, your left shoulder is 54 points."
128;562470;564960;"I have a dart board"
129;565450;569960;"that's linked to various parts of your body."
130;569960;571250;"For instance..."
131;573230;575240;"Your right elbow is 27 points."
132;576510;578480;"Your right hand is 18 points."
133;580670;583120;"99 points..."
134;584380;585930;"Hey, what's wrong?"
135;585930;587950;"I can't hear your screams."
136;588580;590770;"Are you already dead?"
137;591480;593820;"The game's only just begun."
138;594700;595490;"Triple 6!"
139;596840;597720;"4!"
140;598610;599660;"13!"
141;601350;602940;"Bravo!"
142;602940;604680;"Brother, that was magnificent."
143;604680;606130;"You're on a roll."
144;606130;607500;"Naturally..."
145;607800;609770;"Our lives are on the line..."
146;610530;612510;"This is how the Ortho siblings' power works."
147;612510;614790;"The sister creates a <i>Nen</i> badge,"
148;614790;617710;"which activates after it's affixed to the target."
149;618170;623260;"That links the target to the dart 
board created by the brother."
150;623860;627560;"Until the game ends, no one 
can deactivate the badge,"
151;627560;628970;"not even the Ortho Siblings."
152;628970;633270;"When the brother's darts hit the board, 
the target is attacked by needlefish."
153;634020;636630;"There is no way to avoid this attack."
154;636630;640410;"That is because, until they've 
hit the target's body,"
155;640410;642280;"the needlefish do not exist."
156;642880;646540;"Thus, it is impossible to sense 
them coming or dodge them."
157;647440;650200;"This is our unbeatable power..."
158;651290;653720;"Needlefish De Darts!"
159;651310;653190;"Death Games"
160;653190;654530;"Death Games
<font size="18">Needlefish De Darts</font>"
161;655050;658710;"Of course, the siblings incur some risk."
162;658710;660880;"Once the badge activates, they are invincible."
163;660880;667070;"But if the brother misses the board with the 
final dart that decides the game's outcome,"
164;668630;671520;"all of the damage the target has taken"
165;671520;673440;"will transfer to the siblings."
166;673840;677190;"We are invincible. That is because..."
167;677930;681240;"We are bound by the 
strongest trust in the world."
168;682250;685000;"It isn't over yet..."
169;688680;691960;"Well, it seems the game's almost over."
170;694100;695870;"Why don't you tell him that?"
171;695870;698310;"No need to be that nice."
172;698310;704470;"If he were pleading for his life, 
it'd be easier for me to focus."
173;704810;708350;"Or if he were to give up 
and beg me to kill him,"
174;708350;714480;"or if he wanted to be a nihilistic hero 
and said, "Not a bad way to die.""
175;714990;719770;"Those would help motivate me, 
as I toss my darts."
176;719770;724490;"But he'll just have to dread his impending 
death, never knowing when it will end..."
177;728500;730390;"Until he dies."
178;732300;733420;"It's not..."
179;733900;735430;"It's not over yet!"
180;737590;739500;"Damn..."
181;739500;743570;"This looks pretty bad..."
182;744300;747930;"I've lost way too much blood."
183;749150;751200;"I could die here,"
184;751820;754940;"so no point in saving what's left."
185;755270;756430;"Now, then."
186;757230;759520;"It's my final turn."
187;764040;765320;"Left ear."
188;766970;769620;"That sure gave him a big earring."
189;771880;773000;"Right calf!"
190;778810;781420;"Okay, time for the last throw."
191;781740;783920;"My brother, I trust you."
192;784240;785610;"I've got this."
193;813000;813950;"See?"
194;813950;815960;"Bravo!"
195;816670;817820;"Yay!"
196;817000;817820;"Yay!"
197;817820;819330;"Yay!"
198;820960;823460;"You're the best in the world!"
199;824030;825520;"I'll go check his corpse."
200;825520;826970;"I'll come with you."
201;826970;830520;"We should share some of the 
meat with Coburn as a reward."
202;839300;840730;"Aren't you gonna eat?"
203;844750;846830;"Can I ask you something?"
204;846830;847740;"What?"
205;848130;851780;"What made you decide to trust me?"
206;851780;853600;"It wasn't that I didn't trust you."
207;853600;857150;"I just didn't know why you were following me."
208;857750;860370;"And you swore that you weren't lying."
209;860370;862500;"Huh?! That's it?"
210;862500;864510;"Isn't that enough?"
211;864510;866530;"Hell, no!"
212;866530;870610;"Liars make promises all the time!"
213;870610;873060;"A promise is the one thing 
you should never trust!"
214;873060;874890;"Then you were lying?"
215;875880;877620;"I'm different..."
216;877620;879010;"I don't lie!"
217;879010;881020;"I only tell the truth!"
218;881230;882510;"Then it's okay."
219;885760;888000;"I think I'm starting to lose it."
220;888000;890780;"He's strong, but he's just a kid."
221;890780;895300;"I'm putting my fate in the 
hands of this clueless boy?"
222;896170;900540;"Besides, if you're lying, that'll 
actually make things easier for me."
223;900540;901540;"Easier?"
224;902150;904150;"I won't have to show you any mercy."
225;905510;907390;"I'll be free to destroy you."
226;909790;914910;"The look... The look in the kid's eyes..."
227;914910;920240;"Yes, this is why I had a hunch..."
228;920980;923970;"There's something special about this kid."
229;923970;927290;"I can't even tell how much 
power he really has..."
230;932290;935870;"You hit him right in the forehead."
231;936910;940000;"Flutter-sama, we've taken out the target."
232;940420;942560;"Really? That's excellent."
233;942560;947060;"I will tell Leol-sama that a 
promotion is in order."
234;947060;948880;"Thank you very much."
235;949230;950340;"Great!"
236;950340;952940;"We can be assistant squadron leaders now!"
237;952940;953660;"Yay!"
238;953660;954290;"Yay!"
239;954290;956670;"Yay!"
240;964730;966540;"H-How?"
241;966540;969650;"How can you be alive with a dart 
sticking out of your brain?!"
242;972290;973010;"What?"
243;973830;975910;"It's a suction cup from an octopus."
244;976920;978090;"No way."
245;978090;980470;"How did you manage that trick?"
246;980470;982220;"No, wait..."
247;982220;984420;"My... My darts were perfect!"
248;984850;987630;"It's absolutely impossible to stop them!"
249;987630;990480;"Yeah, I didn't stop it."
250;990480;992180;"I just grabbed it,"
251;992890;996990;"the moment it materialized at my head."
252;998910;1001970;"From what you were saying, I could tell"
253;1001970;1005190;"you could hear my voice, 
but you couldn't see me."
254;1005190;1011240;"I had plenty of time to switch out 
the needle for a suction cup."
255;1012300;1014010;"H-Hold on..."
256;1014010;1021110;"No human has reflexes fast 
enough to catch a dart!"
257;1021110;1026440;"Well, it wouldn't have been possible had 
I not known where it would appear."
258;1027230;1032460;"But I knew exactly where and 
when the last dart would hit."
259;1033970;1040260;"The final dart must hit the board's 
outer ring per double out rules."
260;1040980;1044660;"And you were playing an 01—501 game."
261;1046540;1051020;"You start with 501 points, 
and the goal is to reach 0."
262;1051560;1054490;"These rules are used in professional competition."
263;1054490;1057930;"I n-never told you what rules I was using!"
264;1058280;1062210;"As soon as I knew you were playing darts, 
my suspicions were confirmed."
265;1062840;1064500;"Remember how"
266;1065280;1067320;"your first dart hit double 4?"
267;1069100;1072680;"The game starts by hitting the board's outer ring."
268;1072680;1074230;"A double in..."
269;1074740;1077200;"A sign that you were confident in your skill."
270;1078610;1082290;"A skilled player would play by official rules."
271;1082860;1087520;"Players with talent and confidence 
tend to seek public recognition."
272;1088130;1090520;"After that, I just had to do the 
math and endure the pain."
273;1091320;1094490;"I subtracted your points from 501,"
274;1094490;1096750;"and waited until your score was under 40."
275;1098080;1100280;"At that point,"
276;1100930;1105950;"I placed my hand in the 40-point area, my forehead."
277;1106640;1107790;"That's all it took."
278;1109130;1114160;"To improve his reflexes, Killua changed 
his aura into electricity."
279;1114590;1116430;"When the dart touched his skin,"
280;1116430;1118460;"the sensation did not travel"
281;1118460;1122630;"from his skin to his brain 
using the nervous system."
282;1122630;1128060;"He used <i>Nen</i> to ensure that, as soon 
as the aura registered the dart,"
283;1128060;1131690;"it sent a message directly to his 
left hand, to grab the dart."
284;1132290;1134690;"Do you have some history with darts?"
285;1134920;1136760;"At age six, I mastered the game."
286;1136760;1139310;"I've counted down from 1,440 points."
287;1139760;1141450;"It was part of my early training."
288;1144350;1147440;"It's your fault for getting cocky 
and talking too much!"
289;1145690;1147440;"Or was I seven?"
290;1147440;1148240;"You're so stupid!"
291;1148240;1149550;"Guess it doesn't matter..."
292;1148240;1152880;"Pipe down! You just stood around and clapped!"
293;1149980;1151610;"I talked too long."
294;1152880;1154210;"I need to hurry!"
295;1161730;1162720;"Huh?"
296;1165060;1166700;"What?"
297;1167620;1172990;"My body won't do what I tell it to..."
298;1173470;1175490;"Wait, is this really happening?"
299;1179890;1181690;"Wow..."
300;1182420;1185610;"All this is my blood?"
301;1186520;1190760;"It feels like I'm taking a warm bath."
302;1191780;1195570;"Wait, this isn't the time to think about that..."
303;1196210;1197360;"I should get going."
304;1204720;1209520;"Crap... Now I feel cold..."
305;1210320;1212320;"Damn..."
306;1212320;1217610;"And after that last fight gave me a hint..."
307;1218250;1220010;"for improving my power."
308;1222420;1223630;"Am I..."
309;1224170;1225840;"going to die here?"
310;1228570;1231740;"Gon... Sorry..."
311;1233790;1239360;"I wasn't any... help..."
312;1254310;1255250;"Octopus..."
313;1255910;1258190;"Don't call me an octopus!"
314;1261610;1263510;"What are you doing?"
315;1264320;1265850;"Isn't that obvious?"
316;1265850;1267800;"I'm turning traitor."
317;1267800;1269220;"Lame, huh?"
318;1269220;1270950;"Now stop talking."
319;1270950;1273340;"I know a secret doctor."
320;1273340;1275270;"It won't take long by underground waterway."
321;1275270;1277220;"Don't die before we get there!"
322;1278080;1279450;"Are you an idiot?"
323;1279450;1284210;"I spared... your life..."
324;1284730;1288740;"Now they'll be hunting you..."
325;1288740;1290820;"I know that!"
326;1290820;1292470;"Don't ask me why I'm doing this."
327;1295580;1298660;"But you know..."
328;1299270;1303560;"After you told me, an octopus, 
that I was a cool guy..."
329;1304100;1306510;"After you said we could be friends..."
330;1307840;1310240;"I couldn't let you die!"
331;1314410;1316370;"I'm gonna save you!"
332;1316680;1319050;"Don't die on me!"
333;1404840;1407220;"Next time: Power x And x Games."
334;1408490;1411460;"If you smoke, your teeth will turn black."
335;1411460;1413720;"I'm a chameleon, so I don't have teeth!"
