Number;Start time in milliseconds;End time in milliseconds;"Text"
86;553830;555740;"such unease?"
87;558070;561990;"Now there is some fear mixed in,"
88;562410;567500;"but there is no concealing 
your desire to kill me."
89;568750;571020;"I am interested to learn"
90;571930;575260;"what drives your hatred of me."
91;578550;580140;"Speak."
92;580810;582880;"Lie, and you will regret it."
93;585960;588770;"This is no time to let emotion 
get the better of me!"
94;590040;591730;"Tell me what you know."
95;593520;594780;"Meruem-sama!"
96;598360;600480;"You must follow the proper order."
97;615330;619290;"He has deep ties to my secret."
98;619810;621800;"However, he does not realize this."
99;624870;627310;"If you continue questioning him,"
100;627310;631560;"it is very likely that he will reveal"
101;631950;636070;"part, or all, of my secret."
102;636430;639820;"When the King has such power, lies are futile."
103;640460;642190;"Then I must use the truth!"
104;643130;647230;"I believe that you would not want your reward"
105;647230;649580;"before winning the contest."
106;650140;652840;"I will keep my secret hidden using only truth!"
107;653820;657180;"If you wish to continue our contest,"
108;657940;662490;"I believe you should wait to question him."
109;663220;666760;"What is this guy talking about?"
110;667190;669720;"Secret? What secret?"
111;669720;673040;"Wait, what do I do now?"
112;673380;677040;"How do I escape from this monster?"
113;677660;679160;"Damn it!"
114;679160;682120;"I didn't realize he was this powerful!"
115;682120;684510;"I should have run away right off the bat."
116;684510;686620;"Temptation got the better of me!"
117;687270;692500;"When I saw the giant Youpi 
shrunken down like some bug,"
118;692500;694590;"and then he dropped dead,"
119;694590;698910;"I actually had the delusion that I could be King..."
120;698910;700300;"So I stayed..."
121;700300;702040;"I was drunk on my delusion!"
122;704110;706780;"I felt almighty, like some sheltered little kid."
123;706780;708560;"I felt alive."
124;708560;712020;"Yeah, I'm an idiot! I was drunk!"
125;713700;717880;"Too many things happened simultaneously, 
and then I remembered Gyro."
126;717880;721360;"I panicked and got sentimental, 
and wanted to be a hero!"
127;722160;724800;"I thought I could avenge Gyro."
128;725610;728070;"But Gyro isn't even dead..."
129;728070;729870;"He's alive, for sure!"
130;730290;731610;"I should have run,"
131;731610;735430;"and teamed up with him again 
before seeking revenge!"
132;736470;737680;"Damn it!"
133;737680;739380;"It's that octopus's fault."
134;739380;742630;"He threw me off my game."
135;742630;744260;"He threw my emotions out of whack."
136;745010;747280;"He led me astray!"
137;747280;749260;"Damn him! "Messenger," my eye!"
138;750140;753640;"I have to do something. 
He knows my intent is hostile."
139;753640;755200;"And I can't lie..."
140;755570;759530;"He'll send my head flying before 
I can activate Missile Man!"
141;760950;763280;"What tools do I have left?"
142;765030;766080;"The message?"
143;766450;767780;"Pouf's secret?"
144;768170;769790;"The drive behind my hatred?"
145;770330;772560;"Everything that I know?"
146;773330;775830;"Will it be enough to save me? What do I say?"
147;776470;777890;"The first..."
148;779060;781190;"The first word I say is key."
149;781700;785230;"Just one word will decide 
whether I live or die."
150;786160;790060;"If I choose the wrong one, it's all over!"
151;796780;798280;"This overwhelming pressure."
152;798660;800770;"This abnormal tension."
153;801380;804280;"Pouf, does that secret"
154;805300;808810;"have any relationship to the hatred"
155;812100;814290;"he feels toward me?"
156;815360;816790;"This is the King..."
157;819100;823230;"After interrupting me in the 
middle of my questioning,"
158;823690;825790;"you gave me a direct order."
159;826710;829300;"I presume that you are prepared 
to accept the consequences."
160;831590;833500;"I want a sincere answer."
161;834430;835430;"This is..."
162;837160;839660;"The King's new power meant that"
163;839660;842430;"he could probe for the answer he sought"
164;842430;844690;"without waiting for Pouf to speak."
165;845650;849070;"Despite the understanding that he 
had Pouf's unwavering loyalty,"
166;849400;854420;"the murderous aura visibly 
emanating from the King"
167;854420;857460;"indicated that Pouf would have no choice"
168;857760;863810;"but to atone with his death if that answer 
was not what the King wanted."
169;865170;867900;"Loyalty and hostility"
170;868350;872260;"were equally meaningless before the King."
171;873210;874680;"No one could stop him."
172;879710;881050;"Even then,"
173;883310;884730;"I was already"
174;886210;889500;"prepared to die."
175;892380;893780;"I will sacrifice myself"
176;895790;897880;"to my own loyalty."
177;900370;904290;"There is nothing that I can say."
178;906840;908550;"Though the contest has yet to conclude."
179;912910;916230;"That is all there is to it..."
180;926080;930020;"His incredible resolve and madness"
181;934370;936020;"stopped the King."
182;946130;947780;"I am hungry."
183;950640;951840;"However..."
184;955770;958450;"Welfin immediately understood..."
185;959350;960350;"I am..."
186;962930;964860;"I am going to be eaten!"
187;969530;971860;"One second later..."
188;977210;978350;"I'm dead!"
189;980320;983790;"Upon learning his fate,"
190;983790;988270;"Welfin instantly appeared 
to age one hundred years."
191;989310;990510;"I want to live."
192;994670;999770;"That was when his past rapidly 
flashed through his mind"
193;999770;1003990;"and then scattered, the fragments 
mingling with his present."
194;1005450;1006480;"One word..."
195;1008600;1009810;"My first"
196;1011580;1012840;"and last!"
197;1013790;1018230;"Caught between the desire to live 
and unavoidable death..."
198;1020850;1021910;"One word..."
199;1022610;1025420;"The message for the King!"
200;1026310;1027420;"One word!"
201;1028180;1029920;"What Pouf discussed with Pitou!"
202;1030870;1031920;"One word!"
203;1032590;1033670;"Pouf's secret!"
204;1034520;1035680;"One word!"
205;1036370;1037180;"I..."
206;1037770;1038680;"One word!"
207;1039230;1041430;"...won't die until I'm dead!"
208;1043310;1048300;"As his brain cells began working 
harder than ever before,"
209;1048760;1052440;"he made a choice that he never would 
have in normal circumstances."
210;1060050;1061880;"Komugi?"
211;1124560;1125800;"This..."
212;1126820;1128520;"This is..."
213;1133500;1137330;"This is how deeply he values her!"
214;1141970;1142910;"Pouf..."
215;1145060;1146890;"This is your secret."
216;1148270;1148910;"Yes."
217;1151070;1153670;"He values her more than I feared."
218;1155090;1157000;"Punish me for my actions."
219;1162510;1164650;"No words are needed."
220;1165370;1167710;"We are one now."
221;1167710;1169290;"There will be no punishment."
222;1171400;1173520;"I never had a chance..."
223;1175740;1176930;"Yes."
224;1176930;1179230;"Continue searching for Pitou."
225;1179690;1182770;"The two captured intruders 
may have information."
226;1183260;1185340;"Once you are done, release them."
227;1185750;1188430;"I have nothing else to ask them."
228;1190670;1193960;"All I can do is nod."
229;1195070;1195960;"Yes."
230;1197090;1198720;"The opened door..."
231;1199680;1201950;"And footprints leading inside."
232;1202830;1205340;"The resolve of the two that I sensed with my </i>En."
233;1206210;1208470;"All signs lead to one conclusion."
234;1209320;1210500;"Welfin..."
235;1212580;1214230;"Y-Yes!"
236;1214660;1219580;"Komugi is in the underground warehouse 
with the woman and the octopus."
237;1220030;1223740;"Your job was to deliver that information 
to me or the Royal Guard."
238;1224060;1226110;"H-How did you know that?"
239;1226110;1230980;"I believe the octopus was the 
reason you accepted this job."
240;1231630;1235500;"There was a different reason 
why you did not complete it."
241;1236260;1239880;"Is that reason the cause of your hatred for me?"
242;1242110;1243380;"So it is."
243;1244510;1245730;"Do not worry."
244;1246260;1249640;"Once you answer my question, 
you are free to go wherever you wish."
245;1252160;1253440;"You have my thanks."
246;1253850;1257400;"You helped me to remember 
something very important."
247;1262430;1266280;"They said that they're waiting in Bizeff's 
private courtyard, in Area D."
248;1273970;1276770;"Gyro is the only man I'll ever call King!"
249;1276770;1278790;"You... All of you..."
250;1279150;1280520;"Are enemies!"
251;1280520;1282310;"Our enemies!"
252;1284400;1285550;"Is that so?"
253;1288950;1292000;"I hope you find him..."
254;1292980;1294810;"And if possible,"
255;1296630;1298690;"I hope you can live as a human."
256;1310040;1311720;"Netero once believed"
257;1312150;1316700;"that the King was wavering 
between human and Ant."
258;1317090;1319150;"But now..."
259;1405290;1408280;"Next time: This Person x And x This Moment."
260;1408280;1409590;"Will you call me"
261;1410260;1411750;"by my name?"
262;1411750;1413990;"Huh? Me?"
