Number;Start time in milliseconds;End time in milliseconds;"Text"
132;778720;781800;"He used sound to defeat 
a Shadow Beast."
133;782240;784800;"They're all crazy..."
134;788110;789560;"You idiot!"
135;789920;792040;"Give us a warning first!"
136;792040;794330;"What if our eardrums had burst?"
137;794330;795810;"Sorry about that!"
138;795810;798890;"But that would've given my plan away."
139;798890;802680;"Besides, you guys had plenty 
of time to cover your ears"
140;802680;804910;"before the sound reached you."
141;804910;806240;"That's true."
142;811650;812950;"Wait, Kurapika!"
143;812950;814390;"What are you doing?"
144;814390;816220;"Shouldn't that be obvious?"
145;816220;817620;"I'm going to capture him."
146;818640;819610;"It's impossible!"
147;819610;821780;"You saw what he's capable of!"
148;821780;823850;"You're going to get yourself killed!"
149;823850;825090;"Kurapika!"
150;827030;828390;"I really don't care."
151;836420;839700;"I hear tremendous rage and hatred."
152;841640;844290;"He's completely lost control."
153;847110;848610;"Kurapika!"
154;849310;852620;"He will definitely get himself killed."
155;853090;855120;"I cannot leave him in this state."
156;855680;857120;"Stop, Kurapika!"
157;929050;930480;"Wild Flower."
158;930480;932870;"The perfect song to relax you."
159;933170;935740;"Has everyone calmed down?"
160;935740;937620;"Let's cool our heads,"
161;937620;939340;"and devise a plan together."
162;941090;942620;"Y-Yeah..."
163;943140;946770;"What kind of abilities do the 
other members possess?"
164;946770;950080;"I bet they're all ridiculously strong..."
165;950760;951900;"Melody..."
166;951900;952630;"Hmm?"
167;954120;955500;"Thank you."
168;955500;956890;"I've cooled down now."
169;958250;960160;"However, I still must capture them."
170;961610;962610;"Leader,"
171;964270;965490;"I can make this happen."
172;966500;967650;"What?"
173;969270;970580;"Let me go."
174;971950;974660;"After witnessing that 
incredible show of strength,"
175;974660;977110;"you still believe you can defeat him?"
176;978350;979660;"Of course."
177;980870;981970;"I understand."
178;985150;988240;"Bring the car, so we can 
leave at a moment's notice."
179;988240;989050;"R-Right."
180;993880;995350;"Shizuku!"
181;995350;999190;"Would you suck the poison and 
leeches from my body?"
182;999190;1001410;"Your vacuum will do the trick."
183;1001410;1005200;"Blinky can suck out poison, 
but nothing alive."
184;1005200;1006310;"What?"
185;1006700;1008380;"Then what am I supposed to do?"
186;1010550;1011860;"Let me see."
187;1014260;1016810;"This is a spotted leech..."
188;1016810;1019750;"It takes one day to migrate to the bladder,"
189;1019750;1021950;"before laying its eggs and dying."
190;1021950;1023650;"So?"
191;1023650;1027680;"The eggs will hatch shortly after, 
exiting through your urinary tract."
192;1027680;1030320;"It will cause enough pain to kill you."
193;1030320;1032210;"Hey, don't joke around..."
194;1032950;1037740;"However, they require a specific 
ammonia level to hatch."
195;1037740;1039340;"If there isn't enough,"
196;1039340;1042220;"the eggs don't hatch, and they 
can be excreted harmlessly."
197;1043220;1045940;"So, until this time tomorrow,"
198;1045940;1049710;"you should drink beer non-stop, 
and be sure to urinate frequently!"
199;1050480;1052850;"Don't scare me like that..."
200;1053390;1056010;"Shizuku, can you take care of the poison?"
201;1056010;1056990;"Yes."
202;1057560;1060780;"Someone go to the city 
and get lots of beer."
203;1060780;1061990;"I'll go."
204;1062250;1064540;"Make sure they're ice-cold!"
205;1065120;1066870;"Don't get too greedy!"
206;1072050;1074430;"Okay, get that poison out of me."
207;1080390;1081130;"Huh?"
208;1096040;1097030;"Did you see that?"
209;1097030;1098150;"Yeah."
210;1098150;1101330;"Those chains came from nowhere, 
to wrap around his body."
211;1101620;1103360;"Is it a new Shadow Beast?"
212;1103880;1106240;"Uvo can't move because of the tranquilizer,"
213;1106240;1108570;"and the leeches are still inside him."
214;1109290;1111840;"Then that's that... 
Let's go and save him."
215;1112190;1113330;"Good grief."
216;1113330;1114770;"He's so much trouble."
217;1115330;1117340;"I have a trace for now."
218;1118340;1120720;"I used <i>In</i> to conceal the thread."
219;1121060;1124980;"So as long as they don't use 
<i>Gyo</i> to spot the needle,"
220;1125550;1127850;"I can follow them anywhere."
221;1128390;1131100;"Okay, let's find them 
before they notice it."
222;1132210;1135360;"This is our chance to finish the 
remaining Shadow Beasts."
223;1135720;1138420;"Franklin, we're counting on you 
to bring back lots of beer."
224;1138420;1141500;"Man, the chase sounds more fun..."
225;1143420;1144370;"Let's go!"
226;1146080;1146870;"Indeed."
227;1148520;1150010;"The spiders..."
228;1152350;1156880;"We'd need all the remaining members"
229;1156880;1159530;"just to stand a chance..."
230;1170920;1172310;"Understood."
231;1178460;1179590;"Chains..."
232;1187840;1189460;"Hey, driver..."
233;1189850;1192940;"You think these chains can hold me?"
234;1194800;1198300;"If you don't kill me now, 
you'll regret it later."
235;1199340;1200420;"Shut up."
236;1200810;1202380;"Don't you understand?"
237;1202380;1204930;"This is a golden opportunity."
238;1205700;1207430;"Stop wasting time, and just..."
239;1214100;1216320;"I told you to shut up!"
240;1216640;1218320;"Kurapika, watch..."
241;1218320;1219410;"Watch the road!"
242;1221940;1223820;"How can he be this strong?"
243;1225350;1229840;"Even if my body weren't paralyzed, 
I'd still be having trouble..."
244;1231160;1236360;"He's put enough Nen into these chains"
245;1237650;1241490;"to keep a master Enhancer in check?"
246;1246480;1247840;"<i>Chain Jail.</i>"
247;1247600;1252350;"{\fad(272,1)}Chain Jail: 
The Restraining Middle Finger"
248;1248500;1251730;"<i>This power can only be used on the spiders...</i>"
249;1253010;1256280;"A power to capture and 
restrain the Phantom Troupe."
250;1257330;1260490;"I've sworn to use this ability 
for no other purpose."
251;1261890;1266490;"I've applied the condition that, 
should I use this technique"
252;1268740;1274290;"on one who is not a spider, 
I will die on the spot."
253;1277580;1278750;"A self-imposed restriction."
254;1277810;1280810;"A self-imposed restriction, 
and a covenant with myself."
255;1278750;1285260;"{\an9}A self-imposed restriction. 
A covenant with myself."
256;1282260;1284260;"The proof of my resolve."
257;1285470;1286880;"{\an8}Look out, Kurapika..."
258;1286880;1288340;"The risk is high."
259;1287850;1289180;"{\an8}Watch the road!"
260;1289180;1291270;"But the stronger my resolve,"
261;1292720;1294730;"the stronger my Nen!"
262;1299280;1300910;"Kurapika has captured a member"
263;1300910;1304030;"of the Phantom Troupe, his sworn enemies."
264;1304540;1307670;"Armed with resolve and the 
willingness to risk his life,"
265;1307670;1310250;"an intense battle is about to begin."
266;1381060;1386110;"Brush Your Teeth. 
Unripe Fruit"
267;1381060;1386280;"Gon and Killua's Hunterpedia"
268;1381400;1382950;"Coming up, we have Gon"
269;1382950;1383650;"and Killua's"
270;1383650;1385300;"Hunterpedia!"
271;1386620;1387470;"It's Gon"
272;1387470;1388320;"and Killua's"
273;1388320;1389460;"Hunterpedia!"
274;1388400;1400420;"Gon and Killua's Hunterpedia"
275;1389460;1391240;"Today, we introduce the Shadow Beasts."
276;1390590;1392740;"A fighting force formed 
by the Ten Dons."
277;1391240;1393110;"A fighting force serving the Mafia community's"
278;1392740;1394580;"There are ten members,"
279;1393110;1394180;"Ten Dons."
280;1394180;1395580;"So who are they?"
281;1394580;1400150;"all named after 
animals and insects."
282;1395580;1400170;"Owl, Worm, Rabid Dog, Porcupine..."
283;1400170;1400620;"And Leech—"
284;1404550;1407010;"Next time: Restraint x And x Vow!"
285;1407010;1409410;"Killua, don't run in the hallway."
286;1409410;1411240;"Limbatics counts as walking."
287;1411240;1414310;"Promise to follow the rules!"
