Number;Start time in milliseconds;End time in milliseconds;"Text"
100;355870;358440;"Both of those are relatively far"
101;358440;360880;"from the Enhancer category."
102;361420;364900;"So neither was compatible 
with an Enhancer type?"
103;365690;368860;"Indeed, it requires a great deal of work and"
104;368860;371890;"natural talent to learn an incompatible ability."
105;371890;373440;"And as a result,"
106;373440;377950;"he squandered most of his <i>Nen</i> potential."
107;377950;380880;"So he made the wrong choice."
108;380880;382610;"He was a great fighter..."
109;382610;383840;"It's a shame."
110;384710;385840;"Well?"
111;385840;387930;"Do you see the importance"
112;387930;391040;"of understanding your own 
auras and inclinations?"
113;391040;392130;"Osu!"
114;392130;393280;"Given that,"
115;393640;398790;"is there any way to learn which 
category your aura falls into?"
116;400290;401540;"There is."
117;407400;408990;"Water Divination,"
118;408990;412260;"a Shingen-ryu technique for classifying your aura."
119;412620;415180;"It's also used in <i>Hatsu</i> training."
120;415620;418410;"You place your hands beside 
the cup, and use <i>Ren</i>."
121;418800;421690;"The result will reveal your category."
122;432540;434650;"The water's overflowing..."
123;436010;437700;"If the amount of water changes,"
124;437700;439630;"that means you are an Enhancer."
125;439630;444210;"This shows that my aura falls 
within the Enhancer class."
126;444890;447470;"Okay, now it's your turn."
127;458240;460300;"Gon's an Enhancer, too?"
128;466790;468800;"The leaf moved!"
129;468800;471670;"If the leaf moves, that makes you a Manipulator."
130;474320;476620;"Okay, I'm last!"
131;487960;489880;"Nothing's happening."
132;489880;491750;"Indeed..."
133;491750;493510;"The leaf isn't moving."
134;494210;496740;"Do I not have any potential?"
135;496740;497700;"Not at all."
136;497700;499580;"Taste the water."
137;499580;500770;"Taste it?"
138;503870;505850;"It might be a little sweet..."
139;506380;507560;"You're right."
140;507560;510020;"Yes, it's a bit sweet."
141;510020;512280;"Isn't this just water?"
142;512730;514610;"It's just water."
143;514610;516410;"But the taste changed."
144;516990;518770;"Because of Killua-kun's aura."
145;518770;520100;"And that means?"
146;520100;521920;"You are a Transmuter."
147;521920;522870;"Oh!"
148;523700;525670;"A Transmuter?"
149;526010;528400;"Now, you three know"
150;528400;530950;"how your auras are classified."
151;531370;532850;"Use the next four weeks"
152;532850;536680;"to train hard, so the Water Divination 
results become more pronounced."
153;536680;537780;"Osu!"
154;547210;550190;"{\fad(212,1)}June 11th"
155;555200;558200;"{\fad(480,1)}June 16th"
156;563200;566210;"{\fad(488,1)}June 20th"
157;578230;579210;"Hello?"
158;579210;580240;"This is Gon."
159;580640;583130;"Ah, I have been waiting..."
160;583430;586250;"Have you decided when we should fight?"
161;586610;588730;"Yeah, July 10th."
162;589270;591060;"That's the day!"
163;594070;595630;"Okay."
164;595630;598150;"I can hardly wait..."
165;606500;608500;"{\fad(481,1)}June 22nd"
166;619010;622260;"{\fad(422,1)}June 30th"
167;622280;625270;"{\fad(1,479)}July 5th"
168;632580;636360;"Now, show me what you've 
accomplished with your training."
169;636830;638410;"Killua-kun, you're first."
170;638750;639530;"Okay."
171;654030;655050;"I'm done."
172;658800;660140;"It's sweet!"
173;660140;662430;"Wow, it tastes like honey."
174;663260;664440;"Excellent."
175;664440;665490;"Zushi, you're next."
176;665490;666470;"Osu!"
177;685560;687580;"This is the best I can manage..."
178;687900;689150;"That's fine."
179;689150;691830;"But it won't be enough to pass."
180;691830;694440;"You'll need to train some more."
181;694440;695460;"Osu."
182;695460;696790;"Gon-kun, you're next."
183;696790;698090;"Osu!"
184;712280;713220;"Stop..."
185;713220;714270;"Stop, Gon-kun!"
186;717840;721280;"The water increased with so 
much force, it cracked the glass."
187;722040;723530;"Honestly..."
188;724300;725530;"You really are something."
189;726780;728850;"I was feeling pretty good about this."
190;729310;731210;"Gon-kun, Killua-kun."
191;731880;733920;"Today is your graduation day."
192;733920;734790;"Huh?"
193;734790;735710;"Really?"
194;735710;737220;"We did it, Killua!"
195;737220;738100;"Yeah."
196;738100;740420;"Master, what about me?"
197;742060;744430;"You still need to train a bit more."
198;745250;746310;"Osu."
199;746310;747580;"Keep at it."
200;747580;749110;"You can do it!"
201;749110;749930;"Osu..."
202;750480;751620;"And, Gon-kun..."
203;751620;752180;"Huh?"
204;752180;756440;"I have something important to tell you."
205;756750;758070;"Something important?"
206;759250;763450;"Gon Freecss-kun, you have passed 
the Secret Hunter Exam!"
207;763450;764370;"Huh?"
208;766990;768720;"You've passed."
209;768720;769700;"Congratulations."
210;775660;777490;"The Secret Hunter Exam?"
211;777490;778740;"Correct."
212;778740;781190;"You were able to pass."
213;781190;782340;"What do you mean?"
214;782700;786540;"You are required to learn <i>Nen</i> 
before becoming a Hunter,"
215;787090;791100;"as professional Hunters are 
expected to be exceptionally strong."
216;791520;793100;"One of your basic tasks"
217;793310;797800;"as a Hunter will be apprehending 
evil poachers and criminals."
218;798490;802360;"You must be strong enough to fight crime."
219;802360;806350;"However, this power is highly 
destructive when used for wrongdoing."
220;806970;810490;"Revealing the existence of <i>Nen</i> 
during the Exam would be dangerous."
221;810790;811820;"Therefore,"
222;811820;815000;"the test is only administered to 
those who pass the public Exam."
223;815000;818600;"Oh, so you were going to teach us,"
224;818600;820850;"or at least Gon, all along..."
225;820850;821500;"Yes."
226;821970;825320;"I should mention that the 
head Shingen-ryu master"
227;825320;827010;"is Chairman Netero."
228;828030;831090;"The master has told me much about you."
229;831090;832720;"That old man..."
230;833150;834140;"Killua-kun."
231;835250;837900;"Please take the Hunter Exam again."
232;838560;840730;"You will definitely pass next time."
233;840730;841520;"Huh?"
234;841520;842520;"Yeah."
235;843020;845890;"You are more than qualified."
236;845890;847530;"I guarantee it."
237;849010;851280;"Yeah, if I feel up to it."
238;851760;853160;"Hey, Wing-san..."
239;853160;856500;"Have you heard anything about 
the others who passed?"
240;856500;857290;"Sure."
241;858520;860290;"Hanzo and Kurapika"
242;860290;864420;"have learned <i>Nen</i> from other teachers."
243;865020;868470;"Pokkle is struggling with <i>Ren</i>."
244;869550;873430;"Leorio has begun studying for 
the medical school exam."
245;873920;877830;"Hisoka and Illumi already knew <i>Nen</i>,"
246;877830;879560;"so they were qualified."
247;879970;882700;"Then Kurapika and Leorio are working hard."
248;882700;883740;"Yeah."
249;884530;885820;"Now, Gon-kun,"
250;886130;888450;"I have one warning for you."
251;888880;891220;"When you fight Hisoka tomorrow,"
252;891220;893200;"don't push yourself too hard."
253;893740;894640;"All right?"
254;894640;895570;"Yes, sir!"
255;902670;906680;"Zushi, you will continue 
training for four more weeks."
256;906680;907570;"Osu..."
257;909930;911730;"You should have more confidence."
258;913690;916220;"You are progressing at an incredible pace."
259;916800;919040;"You're a one-in-a-hundred-thousand talent."
260;919040;920820;"One in a hundred thousand?"
261;920820;922230;"O-Osu!"
262;922550;923980;"However,"
263;924370;928740;"those two are one-in-ten-million talents."
264;929330;930430;"Osu!"
265;931440;934990;"That doesn't make me feel any better, master..."
266;935600;936440;"But..."
267;936920;937870;"One day,"
268;937870;940040;"I will definitely catch up!"
269;967030;968740;"Hello, everyone!"
270;968740;972530;"In the arena today, we have Gon versus Hisoka."
271;972530;974970;"This is the fight you've all been waiting for."
272;974970;978040;"As you can see, the stands are packed."
273;978430;982160;"The tension in the air before the 
start of this match is almost unreal!"
274;982560;983730;"How much longer?"
275;983730;985420;"Get this thing started!"
276;1009640;1012670;"Gon is the first to arrive!"
277;1012670;1015100;"After four fights, he has a 3-1 record."
278;1015100;1016630;"He's on a roll!"
279;1016630;1018700;"You can do it, Gon!"
280;1018700;1020740;"Don't you need your fishing rod?"
281;1021050;1023210;"You can't catch Hisoka with your bare hands!"
282;1025820;1029710;"And next, with a fiery display..."
283;1031270;1033080;"Hisoka appears!"
284;1036910;1040260;"His lethal battle with Kastro is still fresh"
285;1040260;1042100;"in everyone's minds."
286;1042670;1044310;"His record is 9-3."
287;1044310;1045800;"If he wins, he can challenge a Floor Master."
288;1045800;1048110;"If he loses, he falls all the way down."
289;1048520;1051860;"However, he has yet to lose 
when he steps into the ring!"
290;1052400;1055110;"Will his undefeated record continue?"
291;1069360;1070630;"Oh..."
292;1071230;1073880;"Don't look at me like that."
293;1073900;1078390;"Schwing"
294;1074880;1077240;"I'm getting turned on."
295;1081710;1084300;"What a sinister aura."
296;1084300;1086640;"Gon-kun, don't overdo it."
297;1094600;1096900;"Points and KO system."
298;1097530;1099160;"No time limit!"
299;1099800;1101300;"One round!"
300;1104520;1105660;"Begin!"
301;1107000;1108930;"This is the match you've been waiting for."
302;1108930;1111670;"The die has been cast!"
303;1112220;1114340;"Who will make the first move?"
304;1115980;1117550;"It's Gon!"
305;1180950;1182170;"A clean hit!"
306;1182170;1183450;"One point to Hisoka!"
307;1186250;1188780;"Wh-What an intense exchange."
308;1188780;1192210;"I never even got to sneak in a word!"
309;1195990;1197330;"What's wrong?"
310;1197330;1200470;"I still haven't moved a step from where I started."
311;1200470;1202140;"Huh? Really?"
312;1203300;1204600;"Damn!"
313;1204600;1206100;"Just you wait!"
314;1208840;1212510;"Okay, I don't have to try to 
hit him with every attack."
315;1212510;1215110;"I can use some feints to get the same effect."
316;1216870;1219610;"Hisoka's enjoying himself."
317;1220460;1223610;"In terms of actual skill, 
there's an insurmountable gap."
318;1224440;1226120;"But he still has a weakness."
319;1226590;1229540;"Hisoka knows that he's stronger,"
320;1229540;1230620;"so he won't retreat."
321;1231280;1233000;"That gives Gon an opening!"
322;1234500;1236420;"In that case, I'll try that!"
323;1251050;1252190;"There it is!"
324;1252190;1254190;"Gon's Stone Flip!"
325;1258390;1260690;"He shattered the block to 
create a hail of rubble."
326;1262700;1263450;"Gon..."
327;1265560;1266450;"Where is he?"
328;1298690;1302110;"Gon has finally landed a solid hit on Hisoka."
329;1302110;1306060;"However, he will soon receive a taste"
330;1306060;1309530;"of Hisoka's true power."
331;1381060;1386110;"Brush Your Teeth. 
Unripe Fruit"
332;1381060;1386440;"Gon and Killua's Hunterpedia"
333;1381400;1382950;"Coming up, we have Gon"
334;1382950;1383650;"and Killua's"
335;1383650;1385300;"Hunterpedia!"
336;1386620;1387470;"It's Gon"
337;1387470;1388320;"and Killua's"
338;1388320;1389610;"Hunterpedia!"
339;1388650;1399460;"Gon and Killua's Hunterpedia"
340;1389610;1391610;"Today, we introduce Hisoka."
341;1390970;1394240;"The reason Gon and Killua 
began studying <i>Nen</i>."
342;1391610;1393200;"He reels in opponents with rubbery <i>Nen</i>"
343;1393200;1393940;"called Bungee Gum,"
344;1393940;1396010;"and uses sticky Texture Surprise"
345;1394240;1396790;"A peculiar character, 
who does things"
346;1396010;1397440;"to duplicate other objects."
347;1396790;1399460;"like stick cards in 
his own wounds."
348;1397440;1399790;"Schwing!"
349;1407630;1410580;"Next time: A Big Debt x And x A Small Kick!"
350;1410580;1411880;"Go, go, Gon!"
351;1411880;1413890;"Gon Shot!"
