Number;Start time in milliseconds;End time in milliseconds;"Text"
107;710310;711410;"already"
108;712180;713810;"dead."
109;739590;740920;"Dead?"
110;774290;778920;"He died during our fight."
111;791500;792920;"I remember now."
112;793960;796590;"Back then, you were..."
113;806400;810480;"I was unable to revive one who was dead."
114;811590;813700;"My power could only prevent"
115;814960;817730;"the body from decomposing,"
116;818810;820710;"and control its movements."
117;831070;834820;"His soul is no longer here."
118;835500;838980;"There is no way to heal him."
119;846580;847590;"I am sorry."
120;883240;884200;"Palm..."
121;884200;885040;"Yes?"
122;886290;887280;"Thank you."
123;891540;893980;"What? What's this?"
124;893980;895760;"What are you thanking me for?"
125;896270;897740;"Stuff..."
126;897740;901040;"Stuff? Such as?"
127;901800;905050;"Drop it! Stuff just means stuff!"
128;905420;907680;"What was that?"
129;907680;911430;"It seems wrong to make me mad 
while you're thanking me!"
130;912210;915640;"Don't worry... I'll never say thanks again."
131;920050;921640;"Because now we're friends."
132;923300;926120;"I never say thanks to my friends."
133;930170;931790;"Anyway, how's Gon?"
134;932720;935020;"Y-Yes, that's right..."
135;940530;941480;"What's wrong?"
136;942480;943710;"It can't be..."
137;944640;945960;"What's going on?!"
138;957930;959020;"Kite..."
139;964530;965600;"Kite is..."
140;967260;968430;"dead."
141;983370;985890;"Man, forced to take another life..."
142;986520;989280;"You've grown, Gon."
143;993430;994380;"If I..."
144;997220;998610;"If I..."
145;1000160;1001640;"Whether we win or lose,"
146;1002760;1005560;"hell lies ahead of us."
147;1009550;1011380;"If I hadn't gone with him..."
148;1013730;1016870;"Kite wouldn't have died."
149;1035040;1035870;"It was..."
150;1038080;1039420;"It was my fault."
151;1064030;1068700;"It was because I tagged along..."
152;1070520;1075360;"It was really my fault..."
153;1075750;1077180;"Get away from me!"
154;1085480;1088340;"It's my fault that Kite is..."
155;1090640;1093070;"No... It isn't my fault!"
156;1093410;1095600;"Pitou's the one who killed him!"
157;1095600;1097030;"Not me!"
158;1100770;1103430;"But it was me..."
159;1104860;1106500;"It was me...."
160;1111030;1113660;"I killed Kite."
161;1116920;1118560;"It's my fault..."
162;1120090;1122600;"No! It's Pitou's fault!"
163;1124390;1127430;"But it's really my fault."
164;1130100;1131520;"Kite is alive!"
165;1132950;1136900;"{\fad(1,347)}He wouldn't ever let that thing beat him!"
166;1139080;1140640;"Kite is dead..."
167;1141350;1142900;"Kite is dead."
168;1143650;1145300;"Kite is dead."
169;1146070;1147630;"Kite is dead..."
170;1148540;1150420;"Kite is dead!"
171;1152120;1153250;"Help..."
172;1154780;1156530;"Someone help..."
173;1157310;1159940;"Kite is... Kite is..."
174;1160430;1162930;"Kite is... Kite is..."
175;1163490;1164750;"Kite..."
176;1165660;1167490;"Just wait a little longer."
177;1169090;1170760;"I'll get you back to normal soon."
178;1178030;1180660;"I can't get him back to normal."
179;1181790;1184560;"Kite is gone..."
180;1185590;1187030;"It's my fault."
181;1187690;1189020;"Someone help..."
182;1190070;1191170;"Someone help Kite—"
183;1191170;1194210;"No! No! No! No! No!"
184;1195230;1197210;"But... But..."
185;1197210;1198210;"But..."
186;1198210;1200720;"But... But... But... But..."
187;1201080;1201720;"But..."
188;1211000;1212620;"Doctor Blythe."
189;1221120;1222250;"What?"
190;1223180;1225260;"Pitou's going to help Kite?"
191;1228940;1231640;"Oh, it's true..."
192;1232320;1234780;"Kite being dead was a lie."
193;1235770;1237680;"Pitou will heal him."
194;1241340;1242260;"Huh?"
195;1243500;1246470;"Why is it healing Pitou's arm?"
196;1247740;1250270;"Turn Kite back to normal."
197;1254560;1256140;"Please..."
198;1257270;1260230;"After you finish what you're doing."
199;1262480;1264700;"Why? What's going on?!"
200;1265020;1267960;"What's wrong? What happened, Palm?"
201;1267960;1269530;"I don't know..."
202;1269530;1272310;"I can only see what's happening..."
203;1272310;1273960;"But something is wrong with Gon!"
204;1273960;1275670;"What's wrong?!"
205;1276420;1280960;"Pitou is healing itself, not Kite."
206;1282130;1285300;"Gon is slumped on the floor next to Pitou."
207;1285760;1286580;"Impossible..."
208;1287970;1291480;"As long as she's in our hands, Pitou..."
209;1292800;1294960;"Pitou has to obey us!"
210;1315100;1316320;"Please..."
211;1317540;1318950;"Help Kite."
212;1404420;1406670;"Next time: Anger x And x Light."
213;1406670;1408220;"Hold on until I get there!"
214;1408490;1411510;"I don't care if this is the end..."
215;1411900;1414760;"I'll kill you, Pitou!"
216;1414760;1415610;"Gon!"
