Number;Start time in milliseconds;End time in milliseconds;"Text"
88;982000;985840;"A silhouette that looked nothing 
like the person he'd known,"
89;985840;989960;"swinging a fist, bloodied from countless punches,"
90;990840;995780;"downward toward the skull 
of an already-broken Pitou..."
91;995780;996790;"Rock."
92;997700;998720;"Paper."
93;1004770;1008020;"...for the final, shattering blow."
94;1021680;1022980;"Kite..."
95;1025100;1029360;"I finished the job, the way you taught me to."
96;1032910;1034030;"So..."
97;1042180;1043270;"Gon,"
98;1044400;1045390;"is that you?"
99;1051870;1053030;"Killua..."
100;1056000;1060780;"Having seen Gon's appearance, 
Killua immediately thought of Bisky."
101;1061440;1065040;"But he realized the difference at once."
102;1066350;1069310;"Bisky's appearance changed,"
103;1069310;1072850;"but there wasn't a massive increase 
in the aura contained within her."
104;1073580;1075050;"And in Bisky's case,"
105;1075050;1077430;"{\fad(1,479)}she was merely reverting to her original form."
106;1077830;1080180;"But Gon's done the opposite!"
107;1082550;1083570;"How many years?"
108;1084270;1085400;"More than ten?"
109;1085850;1087270;"Decades?"
110;1087740;1091860;"This would have been the result 
of years of endless training."
111;1095250;1099450;"What price did he have to pay 
to obtain so much aura?"
112;1174610;1177050;"Pitou's devotion to the King was so great"
113;1177050;1181280;"that even after death, Terpsichora clad 
itself in even more powerful <i>Nen</i>,"
114;1181280;1187460;"transforming Pitou into a corpse puppet 
ready to leap forward in pursuit of its prey,"
115;1187460;1189550;"its sole purpose to kill Gon."
116;1192840;1197560;"In that fraction of a second, 
shorter than the blink of an eye,"
117;1198180;1200920;"Killua heard Gon speak."
118;1201880;1203060;"It's okay."
119;1206790;1208230;"It doesn't hurt."
120;1209450;1211020;"I'm not trying to be tough."
121;1212960;1216290;"I'm kind of happy..."
122;1218710;1220320;"I finally"
123;1221360;1223630;"get to be the same"
124;1225150;1226350;"as Kite was then."
125;1228100;1229040;"Gon..."
126;1233270;1234660;"I feel like"
127;1235620;1236940;"I've been redeemed some."
128;1252850;1254680;"You can have my right arm."
129;1256450;1259610;"First comes rock..."
130;1265680;1266370;"Gon!"
131;1267420;1268600;"It's time for you"
132;1269320;1270870;"to sleep, too."
133;1274570;1275740;"Stop..."
134;1275740;1276940;"You can't!"
135;1277260;1279380;"If you keep using this power,"
136;1280210;1283380;"what will happen to you?"
137;1284200;1284880;"Rock."
138;1287610;1288580;"Paper."
139;1293540;1295590;"Gon!"
140;1405200;1407550;"Next time: Flash x And x Start."
141;1408300;1411430;"I never got a chance to say this, but thank you..."
142;1412540;1413600;"For everything."
