Number;Start time in milliseconds;End time in milliseconds;"Text"
107;538190;539470;"I always assumed Jajanken"
108;539470;542830;"would be less useful once opponents 
figured out how it works."
109;543450;545080;"That it was flawed."
110;546090;547300;"But I was wrong."
111;547300;549060;"It can be adapted to any situation."
112;549990;552360;"Okay, let's try this again."
113;552700;555400;"In the second attempt, he was 
too focused on the technique"
114;555400;557340;"and let Knuckle land a kick on him."
115;557340;561140;"But if he learns to better control his aura 
in response to the opponent's movement,"
116;561140;563970;"it will be harder to distinguish between"
117;563970;565500;"fake and real Jajanken attempts."
118;567280;571260;"Gon's been thinking how to shore 
up his technique's weaknesses."
119;575620;576630;"No..."
120;577530;580450;"He thought of the solution during this fight."
121;581620;586520;"He's making incredible progress while fighting."
122;591020;594740;"I'm already getting tired."
123;595080;597690;"We haven't even been 
fighting for twenty minutes."
124;598400;601800;"Moving so much is sapping my energy."
125;602380;606790;"If an hour of training is comparable 
to ten minutes of fighting,"
126;607240;610170;"<i>I'll only be able to maintain my </i>Ken <i>for another ten minutes.</i>"
127;611100;614890;"If my aura defense goes down, I'm finished."
128;615630;617170;"Before then, I have to end this."
129;618320;619680;"By using Jajanken."
130;623550;625810;"Bring it!"
131;636970;639680;"Knuckle definitely has superior physical strength."
132;640070;642950;"But Gon is adapting, little by little."
133;643570;646430;"By increasing the area his aura covers,"
134;646430;648590;"he reduces the damage from miscalculations."
135;649460;651680;"And he's getting used to Knuckle's speed."
136;652250;654620;"Sudden punches almost never hit him anymore."
137;655720;657460;"But he's running out of time."
138;658760;661970;"He doesn't have much stamina 
left to maintain his aura."
139;663180;666390;"On the other hand, Knuckle has 
been conserving his strength,"
140;666390;668480;"only attacking with physical blows."
141;669490;674600;"Jajanken requires a large 
amount of aura just to charge."
142;674600;677990;"A fake Jajanken still drains a fair amount."
143;678520;681670;"Gon's already activated his technique three times."
144;683580;685960;"They started fighting twenty minutes ago."
145;686890;691300;"If he uses Jajanken again, 
he'll only have a minute or two"
146;691800;694160;"to fight at full strength."
147;708450;709540;"Gon..."
148;710160;712980;"You told me to use my full strength,"
149;712980;716110;"but you're no match for me right now."
150;717640;718690;"You're..."
151;719940;722360;"First comes"
152;723160;724700;"rock..."
153;727390;728200;"Why?"
154;729960;731020;"What..."
155;732520;733960;"is he going to do?"
156;741130;743500;"First comes"
157;744010;745600;"rock..."
158;749410;750670;"Why?"
159;750670;754480;"Knuckle's in good shape and alert, 
and he's attacking from that distance?"
160;754790;757980;"He isn't even going to hit Knuckle."
161;762640;766190;"This is definitely Gon's final attack."
162;766530;768370;"This will end it."
163;768740;772040;"Rock... Scissors..."
164;772040;775370;"Paper!"
165;780150;782050;"An Emitter attack?"
166;782630;786140;"But it's much weaker than his Rock."
167;787610;790390;"You're definitely an Enhancer."
168;791080;794020;"Your power as an Emitter is far lower."
169;794850;798050;"No speed... No punch."
170;798050;801900;"He can't have any more tricks up his sleeve."
171;802250;805150;"Once I knock that aside, it's over!"
172;808280;810740;"Once again!"
173;811470;812870;"Once again?"
174;814000;816370;"He used that ball as cover 
to move behind me?"
175;816710;818000;"Crap!"
176;818000;820350;"Two Jajankens in a row..."
177;821900;824880;"Rock!"
178;856360;861340;"He must have depleted his 
aura before Rock hit."
179;862370;866720;"Otherwise, I'd be the one on the ground..."
180;874310;876310;"Where are you going, fool?"
181;876730;878240;"I'm going back."
182;878240;880220;"Aren't you going to fight?"
183;880220;881560;"I'm fine here."
184;882370;884810;"You can fight Gon again tomorrow."
185;885470;887810;"The outcome will probably be different."
186;888790;890660;"I'll defeat Shoot."
187;891820;893430;"Tell Gon this."
188;894210;897940;"Tomorrow, I'll be fighting for real."
189;897940;900080;"He'd better be prepared to die."
190;900810;903610;"It sounds like you're trying to convince yourself."
191;904360;905590;"Sure you're up to the task?"
192;906020;907910;"Hell, yeah, fool."
193;908760;910050;"Tomorrow..."
194;912350;914420;"As long as you win,"
195;914420;915900;"it's fine if you don't get serious."
196;916940;921310;"But if you lose without fighting at full strength,"
197;921310;922100;"I won't forgive you."
198;925260;928010;"I'll never forgive you, as long as I live."
199;938160;941260;"You're still soft."
200;942360;945940;"Why are you helping the enemy?"
201;945940;949880;"And the enemy is blasting you for it, as well..."
202;949880;955140;"If you don't want to go to NGL, 
hand over your token to them."
203;955640;958930;"Though I'm sure that they'll refuse it."
204;959350;960800;"Bastard..."
205;961750;965620;"You're pretty cocky when you aren't 
shaking in your boots, eh?"
206;965620;970490;"The past month, all you've done is stalk them!"
207;970890;971900;"I'll fight."
208;972720;975860;"Tomorrow, I'll join the fight."
209;988860;990370;"Don't worry."
210;990370;992780;"I gave him a massage, so he'll be able to fight"
211;992780;994750;"in top condition tomorrow."
212;996110;998540;"Killua's the real issue..."
213;998540;999920;"I wasn't expecting him to go"
214;999920;1002870;"the whole month without fighting once."
215;1005220;1006260;"Killua!"
216;1009830;1011820;"Fight me."
217;1016320;1017150;"Huh?"
218;1019730;1022330;"What happened to your face, Killua?!"
219;1023450;1026080;"Huh? I was training with Bisky."
220;1026370;1028860;"Training? Are you sure it wasn't a lynching?"
221;1028860;1032900;"Anyway, are you feeling okay?"
222;1032900;1034220;"Yep, I feel great."
223;1034610;1040060;"I used up all my aura, so I expected 
to be tired, but look!"
224;1040610;1042040;"That gorill—"
225;1042040;1045310;"That old hag's massage must have done the trick."
226;1046270;1047730;"That was close."
227;1048730;1050200;"Listen now..."
228;1050200;1052470;"If you tell anyone what happened yesterday,"
229;1052470;1054610;"I'll make your face three times worse."
230;1057740;1059240;"She wasn't joking."
231;1061080;1064650;"Now, do you know your weakness?"
232;1068750;1070750;"You're too quick to give up."
233;1072120;1074790;"You're too cautious about fighting."
234;1074790;1078380;"Some might say you underestimate yourself."
235;1079300;1082960;"When facing an enemy you 
believe to be stronger,"
236;1083900;1086880;"you fight on the premise of escaping."
237;1091490;1095090;"I realize that this isn't your fault."
238;1095090;1098720;"It's the fault of whoever taught you to fight."
239;1105700;1110470;"Habits that are burned into your 
body and soul aren't easy to break."
240;1111990;1114050;"But I can say one thing for sure."
241;1116440;1120050;"Somewhere down the line, 
you'll leave Gon behind to die."
242;1125610;1127360;"Combat ability can change,"
243;1127360;1130560;"depending on environment 
and physical condition."
244;1130560;1132620;"For example, a good-condition C"
245;1132620;1135190;"has a high chance of defeating 
a poor-condition D."
246;1136170;1139950;"If the conditions are right, A, B, and C"
247;1139950;1142920;"all have the potential to defeat D."
248;1143370;1145700;"But in your case, you're assuming"
249;1146540;1148970;"the enemy is always at their best."
250;1148970;1152260;"You always assume the worst-case scenario."
251;1155330;1157770;"Even when facing enemies with equal strength,"
252;1157770;1161800;"you worry about how strong they are, 
or what they might do to you."
253;1162650;1166210;"If we're talking about a stronger 
enemy, there's no question..."
254;1166210;1169730;"You don't bother to think of how you could win."
255;1170250;1173530;"Running is your only option. 
That's how losers think."
256;1174990;1178070;"Suppressing that bad habit and forcing yourself"
257;1178070;1183740;"to face enemies stronger than 
you will take determination."
258;1184710;1189540;"If you can't defeat Shoot tomorrow,"
259;1191210;1193350;"you must leave Gon's side."
260;1198060;1200760;"Okay! I'm gonna win this time!"
261;1215790;1216880;"Let's go."
262;1217370;1218530;"Yeah."
263;1227370;1234330;"Killua's overly cautious style is the 
product of a smothering love."
264;1238050;1240720;"A twisted, self-serving love..."
265;1241800;1246320;"That just makes his habits stronger, 
deeper, and harder to break."
266;1246820;1250950;"Without extraordinary willpower, 
this curse cannot be broken."
267;1265430;1270230;"I don't know who will emerge victorious..."
268;1272020;1273330;"All right, then..."
269;1275370;1276730;"Time to run for it."
270;1305320;1307030;"The loser..."
271;1307590;1309920;"Hands his token to the winner."
272;1312180;1313800;"Gon and Knuckle."
273;1313800;1316270;"Killua and Shoot."
274;1316270;1318480;"{\fad(1,496)}Their final battle begins."
275;1405880;1408760;"Next time: Interest x And x Curse."
276;1408760;1411240;"Who are you calling slow, fool?"
277;1411240;1414140;"Are you saying I'm cursed, fool?"
